#,0,1
0,TEXT_GAIUSC907_01042_SEQ_00,Le sergent-major Cracked Fist aimerait vous demander un dernier service avant que vous ne partiez.
1,TEXT_GAIUSC907_01042_SEQ_01,"**Cette quête a subi des mo­di­fi­ca­tions depuis que vous l'avez acceptée. Abandonnez-la et parlez à Cracked Fist au camp de Brumebleue afin de la recommencer.**

* Le guide de l'épopée vous indique votre prochaine quête. Il peut être affiché ou masqué à partir du menu Configuration personnage, rubrique Interface et fenêtres."
2,TEXT_GAIUSC907_01042_SEQ_02,"Vous avez dit aux gens des deux tours de guet de se préparer à utiliser des moyens de transmission traditionnels si jamais les communications par linkperles devaient être interrompues. Dirigez-vous maintenant vers l'usine de céruleum, où vous attend le sous-lieutenant Edelstein."
3,TEXT_GAIUSC907_01042_SEQ_03,"Vous vous êtes présentée au sous-lieutenant, qui vous a informée que le général des Immortels était également arrivé à l'usine."
4,TEXT_GAIUSC907_01042_SEQ_04,
5,TEXT_GAIUSC907_01042_SEQ_05,
6,TEXT_GAIUSC907_01042_SEQ_06,
7,TEXT_GAIUSC907_01042_SEQ_07,
8,TEXT_GAIUSC907_01042_SEQ_08,
9,TEXT_GAIUSC907_01042_SEQ_09,
10,TEXT_GAIUSC907_01042_SEQ_10,
11,TEXT_GAIUSC907_01042_SEQ_11,
12,TEXT_GAIUSC907_01042_SEQ_12,
13,TEXT_GAIUSC907_01042_SEQ_13,
14,TEXT_GAIUSC907_01042_SEQ_14,
15,TEXT_GAIUSC907_01042_SEQ_15,
16,TEXT_GAIUSC907_01042_SEQ_16,
17,TEXT_GAIUSC907_01042_SEQ_17,
18,TEXT_GAIUSC907_01042_SEQ_18,
19,TEXT_GAIUSC907_01042_SEQ_19,
20,TEXT_GAIUSC907_01042_SEQ_20,
21,TEXT_GAIUSC907_01042_SEQ_21,
22,TEXT_GAIUSC907_01042_SEQ_22,
23,TEXT_GAIUSC907_01042_SEQ_23,
24,TEXT_GAIUSC907_01042_TODO_00,**Cette quête a subi des mo­di­fi­ca­tions depuis que vous l'avez acceptée. Abandonnez-la et parlez à Cracked Fist au camp de Brumebleue afin de la recommencer.**
25,TEXT_GAIUSC907_01042_TODO_01,**Cette quête a subi des mo­di­fi­ca­tions depuis que vous l'avez acceptée. Abandonnez-la et parlez à Cracked Fist au camp de Brumebleue afin de la recommencer.**
26,TEXT_GAIUSC907_01042_TODO_02,**Cette quête a subi des mo­di­fi­ca­tions depuis que vous l'avez acceptée. Abandonnez-la et parlez à Cracked Fist au camp de Brumebleue afin de la recommencer.**
27,TEXT_GAIUSC907_01042_TODO_03,
28,TEXT_GAIUSC907_01042_TODO_04,
29,TEXT_GAIUSC907_01042_TODO_05,
30,TEXT_GAIUSC907_01042_TODO_06,
31,TEXT_GAIUSC907_01042_TODO_07,
32,TEXT_GAIUSC907_01042_TODO_08,
33,TEXT_GAIUSC907_01042_TODO_09,
34,TEXT_GAIUSC907_01042_TODO_10,
35,TEXT_GAIUSC907_01042_TODO_11,
36,TEXT_GAIUSC907_01042_TODO_12,
37,TEXT_GAIUSC907_01042_TODO_13,
38,TEXT_GAIUSC907_01042_TODO_14,
39,TEXT_GAIUSC907_01042_TODO_15,
40,TEXT_GAIUSC907_01042_TODO_16,
41,TEXT_GAIUSC907_01042_TODO_17,
42,TEXT_GAIUSC907_01042_TODO_18,
43,TEXT_GAIUSC907_01042_TODO_19,
44,TEXT_GAIUSC907_01042_TODO_20,
45,TEXT_GAIUSC907_01042_TODO_21,
46,TEXT_GAIUSC907_01042_TODO_22,
47,TEXT_GAIUSC907_01042_TODO_23,
48,TEXT_GAIUSC907_01042_CRACKEDFIST_000_000,"Avant que vous ne repartiez, il y a un autre service que j'aimerais vous demander."
