0,TEXT_JOBREL500_02396_SEQ_00,"**特殊规则： 职业固定**
阿尔达希尔有个好消息要告诉冒险者。"
1,TEXT_JOBREL500_02396_SEQ_01,"※本任务为**** 职业固定任务，
　需要与接受任务时的职业相同才可继续进行任务。
※另外，本任务无法直接从日志放弃。
　需要放弃时请和阿尔达希尔进行对话。

盖罗尔特委托冒险者收集、、。突破神圣遗迹无限城市街古迹可获得，突破秘本宝库迦巴勒幻想图书馆可获得，突破天山深境索姆阿尔灵峰可获得。

※可以通过任务搜索器参加。"
2,TEXT_JOBREL500_02396_SEQ_02,集齐了3种材料。使用接受任务时的职业并将元灵武器装备上或放在兵装库、背包中，将、、交给螺旋港的盖罗尔特。
3,TEXT_JOBREL500_02396_SEQ_03,盖罗尔特准备开始制作人造元灵的武器身体。阿尔达希尔要和冒险者开始携手制作。使用接受任务时的职业并将元灵武器装备上或放在兵装库、背包中，和加工系统对话。
4,TEXT_JOBREL500_02396_SEQ_04,阿尔达希尔进行了的相关说明。需要再次和加工系统对话才可着手制作。使用接受任务时的职业并将元灵武器装备上或放在兵装库、背包中，和认证系统对话。
5,TEXT_JOBREL500_02396_SEQ_05,"从阿尔达希尔手中获得了。装备接受任务时职业对应的元灵武器·灵慧攻略特定的各副本任务，可以提升灵魂凝聚度。将灵魂凝聚度提升到最大后，使用接受任务时的职业并将元灵武器装备上或放在兵装库、背包中，再次和认证系统对话。

※如若遗失，可与螺旋港的阿尔达希尔对话再度领取。"
6,TEXT_JOBREL500_02396_SEQ_06,经认证系统检测，通过了亚拉戈帝国魔科学部特级以太密度认证。使用接受任务时的职业并换下元灵武器放在兵装库或背包中，将和元灵武器·灵慧交给盖罗尔特。
7,TEXT_JOBREL500_02396_SEQ_07,"在阿尔达希尔、盖罗尔特和冒险者的努力下，元灵武器终于完成了。展现出了真正姿态的人造元灵也显得非常高兴。今后的路，元灵武器将伴冒险者一路同行。

※在田园郡的乌兰处可以对元灵武器的属性进行重新调整。"
8,TEXT_JOBREL500_02396_SEQ_08,
9,TEXT_JOBREL500_02396_SEQ_09,
10,TEXT_JOBREL500_02396_SEQ_10,
11,TEXT_JOBREL500_02396_SEQ_11,
12,TEXT_JOBREL500_02396_SEQ_12,
13,TEXT_JOBREL500_02396_SEQ_13,
14,TEXT_JOBREL500_02396_SEQ_14,
15,TEXT_JOBREL500_02396_SEQ_15,
16,TEXT_JOBREL500_02396_SEQ_16,
17,TEXT_JOBREL500_02396_SEQ_17,
18,TEXT_JOBREL500_02396_SEQ_18,
19,TEXT_JOBREL500_02396_SEQ_19,
20,TEXT_JOBREL500_02396_SEQ_20,
21,TEXT_JOBREL500_02396_SEQ_21,
22,TEXT_JOBREL500_02396_SEQ_22,
23,TEXT_JOBREL500_02396_SEQ_23,
24,TEXT_JOBREL500_02396_TODO_00,"携带或装备与
突破神圣遗迹无限城市街古迹
获取"
25,TEXT_JOBREL500_02396_TODO_01,"携带或装备与
突破秘本宝库迦巴勒幻想图书馆
获取"
26,TEXT_JOBREL500_02396_TODO_02,"携带或装备与
突破天山深境索姆阿尔灵峰
获取"
27,TEXT_JOBREL500_02396_TODO_03,"携带或装备与
将收集到的材料交给螺旋港的盖罗尔特"
28,TEXT_JOBREL500_02396_TODO_04,"携带或装备与
和加工系统对话"
29,TEXT_JOBREL500_02396_TODO_05,"携带或装备与
和认证系统对话"
30,TEXT_JOBREL500_02396_TODO_06,"携带或装备与
和认证系统对话"
31,TEXT_JOBREL500_02396_TODO_07,收集
32,TEXT_JOBREL500_02396_TODO_08,
33,TEXT_JOBREL500_02396_TODO_09,
34,TEXT_JOBREL500_02396_TODO_10,
35,TEXT_JOBREL500_02396_TODO_11,
36,TEXT_JOBREL500_02396_TODO_12,
37,TEXT_JOBREL500_02396_TODO_13,
38,TEXT_JOBREL500_02396_TODO_14,
39,TEXT_JOBREL500_02396_TODO_15,
40,TEXT_JOBREL500_02396_TODO_16,
41,TEXT_JOBREL500_02396_TODO_17,
42,TEXT_JOBREL500_02396_TODO_18,
43,TEXT_JOBREL500_02396_TODO_19,
44,TEXT_JOBREL500_02396_TODO_20,
45,TEXT_JOBREL500_02396_TODO_21,
46,TEXT_JOBREL500_02396_TODO_22,
47,TEXT_JOBREL500_02396_TODO_23,
48,TEXT_JOBREL500_02396_SYSTEM_000_000,"在任务“人造元灵终绽放”中将获得当前特职的元灵武器。
要以接受该任务吗？"
49,TEXT_JOBREL500_02396_Q1_000_000,要创造的元灵武器吗？
50,TEXT_JOBREL500_02396_A1_000_000,再考虑一下
51,TEXT_JOBREL500_02396_A2_000_000,创造的元灵武器
52,TEXT_JOBREL500_02396_SYSTEM_000_001,"接受任务“人造元灵终绽放”后，
直至完成或放弃该任务，
其间都无法同时以其他特职重复接受该任务。"
53,TEXT_JOBREL500_02396_SYSTEM_000_002,"请转换为与所需元灵武器相应的特职，
再次和阿尔达希尔对话。"
54,TEXT_JOBREL500_02396_SYSTEM_000_003,"要接受任务“人造元灵终绽放”，
需装备上与。"
55,TEXT_JOBREL500_02396_SYSTEM_000_004,"要接受任务“人造元灵终绽放”，
需装备上。"
56,TEXT_JOBREL500_02396_SYSTEM_000_005,"已拥有和。
请转换为其它特职，
再次和阿尔达希尔对话。"
57,TEXT_JOBREL500_02396_SYSTEM_000_006,"已拥有。
请转换为其它特职，
再次和阿尔达希尔对话。"
58,TEXT_JOBREL500_02396_ARDASHIR_000_001,"Player Player，好消息！
我们找到办法修复坏掉的加工系统了。"
59,TEXT_JOBREL500_02396_ARDASHIR_000_002,"不过由于基本上都是些我所学专业外的知识，
所以实际修复工作还是要交给盖罗尔特先生来做……"
60,TEXT_JOBREL500_02396_GEROLT_000_003,"只能说明你小子还差得远呢。
这下感受到有本大爷在身边是多难能可贵了吧？"
61,TEXT_JOBREL500_02396_ARDASHIR_000_004,"唔，这我无法反驳……
但现在确实没时间让我从零开始
学习亚拉戈的魔科学知识了。"
62,TEXT_JOBREL500_02396_ARDASHIR_000_005,"所以我会贡献我的力量帮忙做力所能及的事情！
绝不会看着你们出力自己却什么都不做！"
63,TEXT_JOBREL500_02396_GEROLT_000_006,"哼，挺会说嘛。
既然如此，那你就和Player Player一起去收集
之后锻造武器时需要的6种材料吧！"
64,TEXT_JOBREL500_02396_ARDASHIR_000_007,"……好吧！
为了人造元灵我也豁出去了……
一定帮你们把材料收集齐！"
65,TEXT_JOBREL500_02396_ARDASHIR_000_008,Player Player，事已至此，材料我们就分头收集吧！
66,TEXT_JOBREL500_02396_ARDASHIR_000_010,"你去负责获取神圣遗迹无限城市街古迹的、
秘本宝库迦巴勒幻想图书馆的。"
67,TEXT_JOBREL500_02396_ARDASHIR_000_011,最后还有天山深境索姆阿尔灵峰的。
68,TEXT_JOBREL500_02396_ARDASHIR_000_012,"全都收集到之后就拿来交给盖罗尔特先生吧！
另外3种我一定想办法弄到，我们一起加油！"
69,TEXT_JOBREL500_02396_ARDASHIR_000_009,这次也咱们两个分头去收集材料吧！
70,TEXT_JOBREL500_02396_ARDASHIR_100_010,"你负责获取神圣遗迹无限城市街古迹的、
秘本宝库迦巴勒幻想图书馆的。"
71,TEXT_JOBREL500_02396_ARDASHIR_100_011,最后还有天山深境索姆阿尔灵峰的。
72,TEXT_JOBREL500_02396_ARDASHIR_100_012,"全都收集到之后就拿来交给盖罗尔特先生吧！
另外3种我一定想办法弄到，我们一起加油！"
73,TEXT_JOBREL500_02396_SYSTEM_000_007,"任务“人造元灵终绽放”无法从日志直接放弃。
想要放弃时请和阿尔达希尔对话。"
74,TEXT_JOBREL500_02396_GEROLT_000_020,"哟，Player Player。
、、
都收集到了吗？"
75,TEXT_JOBREL500_02396_GEROLT_000_021,"哈？还没弄到手？
那你还在这晃悠什么，
小心被阿尔达希尔抢了先！"
76,TEXT_JOBREL500_02396_GEROLT_000_022,"真不愧是冒险者。
阿尔达希尔回来时可是相当狼狈呢。"
77,TEXT_JOBREL500_02396_ARDASHIR_000_023,"你怎么这么多话！
加工系统修好没有？
还有闲工夫跑来调侃我。"
78,TEXT_JOBREL500_02396_GEROLT_000_024,"哈哈哈，你当本大爷是什么人？
对天才盖罗尔特大爷来说那都是小菜一碟，
现在就等着你去输入设定了。"
79,TEXT_JOBREL500_02396_ARDASHIR_000_025,"感谢你将它修好。
这下终于可以着手制作新的魂石，移植人造元灵了。"
80,TEXT_JOBREL500_02396_ARDASHIR_000_026,Player Player，能请你继续帮忙吗？
81,TEXT_JOBREL500_02396_GEROLT_000_027,那我去喝点小酒休息休息了！
82,TEXT_JOBREL500_02396_ARDASHIR_000_028,"盖罗尔特先生……我不反对你喝酒，
但我们把材料都凑齐了，是不是可以拜托你开始锻造武器了？
对天才盖罗尔特大师来说，这也是小菜一碟对吧？"
83,TEXT_JOBREL500_02396_GEROLT_000_029,"嘁，麻烦的臭小鬼。
知道啦知道啦，新的武器身体就交给我吧。
你们那边魂石和人造元灵准备好后随时来找我。"
84,TEXT_JOBREL500_02396_ARDASHIR_000_030,"那么，Player Player。
我来向你说明一下想要委托你做的事吧。"
85,TEXT_JOBREL500_02396_ARDASHIR_000_031,"想要委托的事情有两件。
第一件是帮忙制作新的魂石……"
86,TEXT_JOBREL500_02396_ARDASHIR_000_032,我们一会在加工系统那边再进行具体说明。
87,TEXT_JOBREL500_02396_ARDASHIR_000_033,"第二件是为了移植人造元灵而进行最终调整。
这个我们一会去认证系统那里再具体说明会比较好理解一点……"
88,TEXT_JOBREL500_02396_ARDASHIR_000_034,所以等你准备好之后，就先去跟加工系统对话吧！
89,TEXT_JOBREL500_02396_GEROLT_000_035,这次也挺快的嘛，不愧是冒险者。
90,TEXT_JOBREL500_02396_ARDASHIR_000_036,"Player Player，欢迎回来！
我这次也比之前回来得要早一些……"
91,TEXT_JOBREL500_02396_ARDASHIR_000_037,"好了，我们去加工系统那边吧。
接下来该制作了。"
92,TEXT_JOBREL500_02396_PROCESSSYSTEM_000_040,"沙……沙沙……这里是加工系统……
请输入设计图后装填材料……"
93,TEXT_JOBREL500_02396_ARDASHIR_000_041,"看来确实是修好了。
我输入一下设计图，请稍等。"
94,TEXT_JOBREL500_02396_PROCESSSYSTEM_000_042,沙……沙沙……这里是加工系统。
95,TEXT_JOBREL500_02396_ARDASHIR_000_043,"我来了。
稍等，我确认一下设计图有没有问题。"
96,TEXT_JOBREL500_02396_ARDASHIR_000_044,"好了，接下来只要放入需要的材料就可以了。
我想找你帮的忙，就是帮忙收集材料。"
97,TEXT_JOBREL500_02396_ARDASHIR_000_045,"别这样一脸嫌弃的样子好不……
等你准备好后，跟加工系统再对一下话吧。
到时我告诉你具体需要什么材料。"
98,TEXT_JOBREL500_02396_ARDASHIR_000_046,然后，重要的准备工作不止这一项。
99,TEXT_JOBREL500_02396_ARDASHIR_100_046,"除了制造移植人造元灵用的外，
还有一件事需要你的帮助。"
100,TEXT_JOBREL500_02396_ARDASHIR_100_047,你去跟认证系统对话，我给你具体进行说明。
