#,TextOutput
0,
1,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
**“大家好！”"
2,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
**“辛苦了！”"
3,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
**“謝謝！”"
4,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
**“漂亮！”"
5,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示PvP用額外技能1的可使用情況。
**“‘技能名’準備就緒！”
“‘技能名’還有‘剩餘時間’秒才能使用！”"
6,"該指令只能在“水晶衝突”中使用。
使用後會根據情況在小隊頻道中顯示發言內容。
**“特職名”：“極限爆發準備就緒！”
“特職名”：“極限爆發充能‘目前數值’%！”"
7,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
**“我來瞄準攻擊補給箱！”"
8,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
**“我來瞄準防禦補給箱！”"
9,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
**“我來瞄準奮戰補給箱！”"
10,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
**“我來瞄準狼心！”"
11,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
**“我來攻擊防護職業！”"
12,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
**“我來攻擊治療職業！”"
13,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
**“我來攻擊近戰職業！”"
14,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
**“我來攻擊遠程職業！”"
15,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
**“我來牽制住防護職業！”"
16,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
**“我來牽制住治療職業！”"
17,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
**“我來牽制住近戰職業！”"
18,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
**“我來牽制住遠程職業！”"
19,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
**“我來拾取戰章！”"
20,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
**“請去拾取戰章！”"
21,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
**“大家一起進攻！”"
22,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
**“大家先撤退！”"
23,"該指令只能在“水晶衝突”中使用。
使用後會根據情況在小隊頻道中顯示發言內容。
**“我的MP還有‘目前數值’%！”"
24,"該指令只能在“群狼盛宴”中使用。
使用後會根據情況在小隊頻道中顯示發言內容。
**“我的技力還有‘目前數值’%！”"
25,"該指令只能在“水晶衝突”中使用。
選中PvP對手時使用，會在小隊頻道中顯示以該物件為目標的戰術指示。
**“我來攻擊‘特職名’！”"
26,"該指令只能在“水晶衝突”中使用。
選中PvP對手時使用，會在小隊頻道中顯示以該物件為目標的戰術指示。
**“我來干擾‘特職名’！”"
27,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示PvP用額外技能2的可使用情況。
**“‘技能名’準備就緒！”
“‘技能名’還有‘剩餘時間’秒才能使用！”"
28,"該指令只能在“群狼盛宴”中使用。
選中PvP對手時使用，會標記物件並進行倒數，同時在小隊頻道中顯示以該物件為目標的戰術指示。
**“集中攻擊‘職業名’！”"
29,"該指令只能在“群狼盛宴”中使用。
中斷“開始集中攻擊”並在小隊頻道中顯示戰術指示。
**“停止集中攻擊！”"
30,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
**“是我的錯！”"
31,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
**“我上了！”"
32,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
**“我先退後調整！”"
33,"該指令只能在“水晶衝突”中使用。
使用後會根據情況在小隊頻道中顯示發言內容。
**“特職名”：“我來押運戰術水晶！”"
34,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
**“請去押運戰術水晶！”"
35,"該指令只能在“水晶衝突”中使用。
選中小隊成員時使用，會在小隊頻道中顯示以該物件為目標的戰術指示。
**“我來掩護‘特職名’！”"
36,"該指令只能在“水晶衝突”中使用。
使用後會根據情況在小隊頻道中顯示發言內容。
**“特職名”：“我要發動極限爆發了！”"
37,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
**“我們集合吧！”"
38,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示淨化的可使用情況。
**“淨化準備就緒！”
“淨化還有‘剩餘時間’秒才能使用！”"
39,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示防禦的可使用情況。
**“防禦準備就緒！”
“防禦還有‘剩餘時間’秒才能使用！”"
