#,Text
0,
1,到達了阿巴拉提亞雲海的未知區域，即將向「」調整航線。
2,初次到達「」，即將開始探索。
3,到達「」，即將開始探索。
4,氣流安定，UNKNOWN的「」滿足出發探索的要求。
5,檢測到強風，「」雖然滿足探索的要求，但會受到一定的影響。
6,檢測到強烈的湍流，「」雖然滿足探索的要求，但當前天氣進行探索十分困難。
7,氣流安定，「」沒有任何問題。
8,檢測到強風，「」雖然滿足探索的要求，但當前天氣進行探索十分困難。
9,「」處於不安定的狀態，不過仍然可以強行探索。
10,發現了包含優質成分的「」，即將開始挑選回收物件。
11,發現了包含優質成分的「」，即將開始進行回收。
12,檢測到「」，即將開始進行回收。
13,檢測到「」，即將開始進行回收。
14,充分利用了「」，回收量令人非常滿意！
15,利用了「」，回收量結果還算過得去。
16,以當前「」來說回收量有些令人不太滿意……
17,考慮到「」，回收量已經算還可以了。
18,以當前「」來說回收量令人相當不滿意……
19,考慮到「」，回收量基本沒有多少指望……
20,**獲得了UNKNOWN個「」！**
21,有一些額外的發現，探索繼續進行。
22,有一些額外的發現，不過還是先返航了。
23,有一些額外的發現……不過又不見了。
24,又觀察了一下周圍的情況，可是沒有任何發現。
25,「」探索完成！　發揮出了UNKNOWN的最大性能，取得了十分喜人的成果！
26,「」探索完成！　發揮出了UNKNOWN的性能，取得了不錯的成果！
27,「」探索完成！　雖然成果還不錯，但下次還要再繼續提高！
28,「」探索完成！　成果還算過得去，或許有必要考慮一下調整飛空艇的配件了。
29,「」探索完成！　結果十分不理想……
30,**UNKNOWN獲得了UNKNOWN點經驗值！**
31,即將轉向下一個目的地「」。
32,所有目的地都探索完成！　即將返航！［探索完成］
33,**在航行中發現了「」！**
34,**探索的成果得到了認可，可以登記新的飛空艇了！**
