#,String
0,
1,忠義量譜
2,"開啟**鋼鐵信念**技能後，畫面上會出現顯示該技能發動狀態的量譜。
想要集中仇恨時，建議發動鋼鐵信念。"
3,**職業量譜的說明可以隨時在技能功能表中進行查看。**
4,忠義量譜
5,"學會**忠義精通**特性後，畫面上會出現專用的**忠義量譜**。
該量譜不僅會顯示鋼鐵信念的狀態，還會顯示騎士的**忠義**效果的具體量值。
自動攻擊命中時會累積忠義量值，消耗忠義量值可以發動**盾陣**、45級學會的**保護**和62級學會的**干預**技能。"
6,獸魂量譜
7,"開啟**防禦者**技能後，畫面上會出現顯示該技能發動狀態的量譜。
想要集中仇恨時，建議發動防禦者。"
8,獸魂量譜
9,"學會**獸魂**特性後，畫面上會出現專用的**獸魂量譜**。
該量譜不僅會顯示守護的狀態，還會顯示代表戰士心中野性的**獸魂**的具體量值。
**原初之魂**和45級學會的**鋼鐵旋風**等技能都需要通過消耗累積的獸魂量值才能發動。
獸魂量值可以通過發動特定的技能進行累積。"
10,暗血量譜
11,"開啟**深惡痛絕**技能後，畫面上會出現顯示該技能發動狀態的量譜。
想要集中仇恨時，建議發動深惡痛絕。"
12,暗黑量譜
13,"學會**暗黑波動**技能後，畫面上會出現專用的**暗黑量譜**。
暗黑量譜會顯示**暗黑**的持續時間。發動**暗黑波動**和40級學會的**暗黑鋒**可以附加暗黑狀態。
暗黑狀態中自身攻擊所造成的傷害提高。"
14,暗血量譜
15,"學會**暗血**特性後，畫面上會出現專用的**暗血量譜**。
該量譜會顯示暗血的具體量值。**血濺**和64級學會的**寂滅**等技能都需要通過消耗累積的暗血量值才能發動。
暗血量值可以通過發動特定的技能進行累積。"
16,暗黑量譜
17,"學會**至黑之夜**技能後，暗黑量譜會顯示**暗技**狀態。
消耗**至黑之夜**的防護罩效果可以附加暗技狀態。
附加暗技狀態後，可以通過只消耗暗技不消耗MP的方式來發動**暗黑波動**和**暗黑鋒**技能。"
18,暗黑量譜
19,學會**掠影示現**技能後，一同戰鬥的**英雄的掠影**會變成實體。暗黑量譜可以顯示英雄的掠影實體存在的剩餘時間。
20,百合花莖量譜
21,"學會**神秘百合**特性後，畫面上會出現專用的**百合花莖量譜**，
以顯示當前**治療百合**開花的數量。
當自身處於戰鬥狀態時，每過一定時間就會開放一朵治療百合，
消耗百合可以發動**安慰之心**和76級學會的**狂喜之心**技能。"
22,百合花莖量譜
23,"學會**安慰之心效果提高**特性後，百合花莖量譜會顯示**血百合**的狀態。發動需要消耗治療百合的技能，可以使血百合逐漸開放。
當血百合完全開放時，即可發動**苦難之心**技能。"
24,乙太超流量譜
25,發動**乙太超流**技能後，畫面上會出現專用的**乙太超流量譜**，以顯示當前附加的乙太超流量值。
26,異想量譜
27,學會**乙太契約**技能後，畫面上會出現專用的**異想量譜**，以顯示當前小仙女的**異想乙太**量值。在自身處於戰鬥狀態且小仙女處於同行狀態時，發動消耗乙太超流的**生命活性法**和**深謀遠慮之策**等技能可以增加異想乙太量值，累積的異想乙太量值可以用來發動**乙太契約**技能。
28,異想量譜
29,"學會並發動**熾天召喚**技能後，可以暫時召喚出**熾天使**替代朝日小仙女。
異想量譜會顯示熾天使的剩餘存在時間。"
30,奧秘量譜
31,"發動**星極抽卡**、**靈極抽卡**技能後，畫面上會出現專用的**奧秘量譜**，以顯示當前抽出的卡片。
同時，**出卡I**、**出卡II**、**出卡III**會變為對應的奧秘卡，發動這些奧秘卡可以獲得相應的效果。"
32,奧秘量譜/星標
33,"學會**小奧秘卡**技能後，奧秘量譜上會顯示抽到的**小奧秘卡**。
在發動星極抽卡、靈極抽卡技能後，小奧秘卡分別會變為**王冠之領主**和**王冠之貴婦**。"
34,鬥氣量譜
35,"學會**鐵山鬥氣**技能後，畫面上會出現顯示**鬥氣**累積狀態的**鬥氣量譜**。
鬥氣累積到最大檔時，可以發動**鐵山靠**和40級學會的**空鳴拳**技能。"
36,象形拳量譜
