#,Description,Image
0,,0
1,"**南方博茲雅戰線是採用多個特殊規則和專用系統的任務！
請充分理解該任務的特徵，戰勝加雷馬帝國第四軍團吧！**

**※下一頁將介紹南方博茲雅戰線的特殊規則。
請務必仔細閱讀，以便充分體驗該任務。",86801
2,"**■參加本任務時的職業等級將被同步到80級！**

南方博茲雅戰線任務中，只要任意職業達到71級即可參加。
在參加任務時，當前職業等級將被同步到80級。
此外，不論現有裝備如何，都將被自動調整至最合適的品級，
因此無需提前準備裝備。

**※參加任務的職業可以使用當前職業80級以內（包含80級）的全部技能。",86801
3,"**■獲得戰果提升義軍等級！**

南方博茲雅戰線任務中專門設置了一種義軍等級。
戰果可以透過參加「衝突戰」、「緊急遭遇戰」等大規模作戰行動，
並取得一定的評價後得到提升。

**※僅打倒魔獸或帝國兵無法獲得戰果。
戰果將在作戰行動完成時獲得，敬請注意！",86802
4,"戰果累積到一定程度時，
可以向據點內的義軍司令部軍官（義軍等級）報告。
當戰果達到一定程度，義軍等級將會提升。

隨著義軍等級的提升，行動的範圍會越來越廣，任務也會繼續推進。
為了今後更為有利地展開作戰活動，請積極地提升義軍等級。

**※義軍等級必須經過戰果報告才能提升。
當戰果累積到一定程度時，請不要忘記向軍官報告！",86802
5,"**■善用職業的等級同步規則！**

在完成大規模作戰行動的「衝突戰」以及「緊急遭遇戰」時
可以獲得提升職業等級的經驗值。

獲得的經驗值與戰果不同，無需經過報告即可像通常一樣，
在累積到規定的數值時將自動提升職業等級。

如果目前還有未滿80級的職業，請務必積極地善用等級同步規則！",86802
6,"**■不知道該怎麼辦了！　這種時候……**

甘戈斯的謝羅斯以及任務內的其他NPC角色
將會為你解說規則及系統等事項。
如有不清楚之處，請積極地向NPC角色詢問！",86803
7,"**來體驗新的冒險——挑戰迷宮吧！**

挑戰迷宮時需要和**其他的玩家或**NPC角色合作，一路討伐魔物、解開機關，最終**打倒迷宮深處的強敵後可以獲得獎勵。
此外，**推進部分劇情進展時，需要成功完成對應的迷宮挑戰。
挑戰迷宮時會設有時間限制，挑戰途中無法變更職業或特職。
下一頁將說明如何進入迷宮。
",86804
8,"**前往迷宮吧——關於進入迷宮的兩種方法**

第一種是**和輔助隊員組成小隊單獨進入迷宮，
第二種是**利用匹配功能與其他玩家組成小隊進入迷宮。

當然，玩家也可以在進入迷宮前，事先與其他玩家組成小隊共同參與迷宮挑戰。
**不管以上述何種方式進入迷宮，均可參與迷宮挑戰。",86805
9,"**前往迷宮吧——善用輔助隊員挑戰迷宮**

作為玩家，你可以憑藉**輔助隊員的協助，**獨自挑戰迷宮。
我們將這個系統稱呼為**劇情輔助器。

可以使用劇情輔助器的迷宮，在入口處會設有**進入點和劇情輔助器可用的圖示。",86806
10,"**前往迷宮吧——善用輔助隊員挑戰迷宮‧續**

訪問進入點，選擇**和輔助隊員進入後，
將會打開**劇情輔助器視窗。

**輔助隊員的職業或特職會根據你當前的職業或特職**自動調整為最佳組合。
**按下進入按鈕後就可以與NPC角色一同挑戰迷宮了！",86807
