#,Name,Item
0,,0
1,木工秘笈第一卷,7778
2,鍛冶秘笈第一卷,7779
3,甲胄秘笈第一卷,7780
4,金工秘笈第一卷,7781
5,皮革秘笈第一卷,7782
6,裁縫秘笈第一卷,7783
7,鍊金秘笈第一卷,7784
8,烹調秘笈第一卷,7785
9,木工秘笈幻象之卷,7786
10,鍛冶秘笈幻象之卷,7787
11,甲胄秘笈幻象之卷,7788
12,金工秘笈幻象之卷,7789
13,皮革秘笈幻象之卷,7790
14,裁縫秘笈幻象之卷,7791
15,鍊金秘笈幻象之卷,7792
16,烹調秘笈幻象之卷,7793
17,木工秘笈半魔之卷,8135
18,鍛冶秘笈半魔之卷,8136
19,甲胄秘笈半魔之卷,8137
20,金工秘笈半魔之卷,8138
21,皮革秘笈半魔之卷,8139
22,裁縫秘笈半魔之卷,8140
23,鍊金秘笈半魔之卷,8141
24,木工秘笈第二卷,9336
25,鍛冶秘笈第二卷,9337
26,甲胄秘笈第二卷,9338
27,金工秘笈第二卷,9339
28,皮革秘笈第二卷,9340
29,裁縫秘笈第二卷,9341
30,鍊金秘笈第二卷,9342
31,烹調秘笈第二卷,9343
32,木工秘笈第三卷,12244
33,鍛冶秘笈第三卷,12245
34,甲胄秘笈第三卷,12246
35,金工秘笈第三卷,12247
36,皮革秘笈第三卷,12248
37,裁縫秘笈第三卷,12249
38,鍊金秘笈第三卷,12250
39,烹調秘笈第三卷,12251
40,木工秘笈第四卷,14126
41,鍛冶秘笈第四卷,14127
42,甲胄秘笈第四卷,14128
43,金工秘笈第四卷,14129
44,皮革秘笈第四卷,14130
45,裁縫秘笈第四卷,14131
46,鍊金秘笈第四卷,14132
47,烹調秘笈第四卷,14133
48,木工秘笈第五卷,17869
49,鍛冶秘笈第五卷,17870
50,甲胄秘笈第五卷,17871
51,金工秘笈第五卷,17872
52,皮革秘笈第五卷,17873
53,裁縫秘笈第五卷,17874
54,鍊金秘笈第五卷,17875
55,烹調秘笈第五卷,17876
56,木工秘笈第六卷,22309
57,鍛冶秘笈第六卷,22310
58,甲胄秘笈第六卷,22311
59,金工秘笈第六卷,22312
60,皮革秘笈第六卷,22313
61,裁縫秘笈第六卷,22314
62,鍊金秘笈第六卷,22315
63,烹調秘笈第六卷,22316
64,木工秘笈第七卷,24266
65,鍛冶秘笈第七卷,24267
66,甲胄秘笈第七卷,24268
67,金工秘笈第七卷,24269
68,皮革秘笈第七卷,24270
69,裁縫秘笈第七卷,24271
70,鍊金秘笈第七卷,24272
71,烹調秘笈第七卷,24273
72,木工秘笈第八卷,29484
73,鍛冶秘笈第八卷,29485
74,甲胄秘笈第八卷,29486
75,金工秘笈第八卷,29487
76,皮革秘笈第八卷,29488
77,裁縫秘笈第八卷,29489
78,鍊金秘笈第八卷,29490
79,烹調秘笈第八卷,29491
80,木工秘笈第九卷,35618
81,鍛冶秘笈第九卷,35619
82,甲胄秘笈第九卷,35620
83,金工秘笈第九卷,35621
84,皮革秘笈第九卷,35622
85,裁縫秘笈第九卷,35623
86,鍊金秘笈第九卷,35624
87,烹調秘笈第九卷,35625
88,木工秘笈第十卷,37734
89,鍛冶秘笈第十卷,37735
90,甲胄秘笈第十卷,37736
91,金工秘笈第十卷,37737
92,皮革秘笈第十卷,37738
93,裁縫秘笈第十卷,37739
94,鍊金秘笈第十卷,37740
95,烹調秘笈第十卷,37741
96,木工秘笈第十一卷,44123
97,鍛冶秘笈第十一卷,44124
98,甲胄秘笈第十一卷,44125
99,金工秘笈第十一卷,44126
100,皮革秘笈第十一卷,44127
101,裁縫秘笈第十一卷,44128
102,鍊金秘笈第十一卷,44129
103,烹調秘笈第十一卷,44130
104,木工秘笈第十二卷,46314
105,鍛冶秘笈第十二卷,46315
106,甲胄秘笈第十二卷,46316
107,金工秘笈第十二卷,46317
108,皮革秘笈第十二卷,46318
109,裁縫秘笈第十二卷,46319
110,鍊金秘笈第十二卷,46320
111,烹調秘笈第十二卷,46321
