#,Text
0,
1,獲得率＋UNKNOWN%
2,獲得率×UNKNOWN
3,可獲得
4,高於自身等級道具獲得率＋UNKNOWN%
5,高於自身等級道具獲得率×UNKNOWN
6,高於自身等級道具獲得率 UNKNOWN%
7,低於自身等級道具獲得率＋UNKNOWN%
8,低於自身等級道具獲得率×UNKNOWN
9,低於自身等級道具獲得率 UNKNOWN%
10,
11,
12,
13,
14,獲得數＋UNKNOWN個
15,數量×UNKNOWN
16,數量 UNKNOWN個
17,獲得數＋UNKNOWN個（上升型）
18,採集次數/耐久＋UNKNOWN次
19,採集次數/耐久＋UNKNOWN次（上升型）
20,隱藏道具出現率×0.00
21,可以採集收藏品
22,額外採集獎勵發生率＋UNKNOWN%
23,額外採集獎勵發生率＋UNKNOWN%（上升型）
24,收藏價值最大時：昇華率＋UNKNOWN%
25,收藏價值最大時：昇華率＋UNKNOWN%（上升型）
26,收藏價值＋UNKNOWN（上升型）
27,慎重提煉：追加效果發生率＋UNKNOWN%（上升型）
28,集中檢查：上升率＋UNKNOWN%（上升型）
29,價值提升＋UNKNOWN%（上升型）
30,收藏價值＋UNKNOWN
31,慎重提煉：追加效果發生率＋UNKNOWN%
32,集中檢查：上升率＋UNKNOWN%
33,價值提升＋UNKNOWN%
