#,Name,MenuOrder
0,,0
1,騎士裝備,1001
2,武僧裝備,1003
3,戰士裝備,1002
4,龍騎士裝備,1004
5,吟遊詩人裝備,1006
6,忍者裝備,1005
7,白魔道士裝備,1009
8,黑魔道士裝備,1007
9,召喚士裝備,1008
10,學者裝備,1010
11,能工巧匠&大地使者工具,1101
12,公主節：遺產,2001
13,公主節：2015,2002
14,公主節：2016,2003
15,公主節：2017,2004
16,公主節：2019,2005
17,公主節：2020,2006
18,公主節：2022,2007
19,尋蛋趣：遺產,2101
20,尋蛋趣：2015,2102
21,尋蛋趣：2019,2103
22,尋蛋趣：2020,2104
23,尋蛋趣：2021,2105
24,尋蛋趣：2023,2106
25,金碟嘉年華：2024,2201
26,紅蓮祭：遺產,3001
27,紅蓮祭：2014,3002
28,紅蓮祭：2015,3003
29,紅蓮祭：2016,3004
30,紅蓮祭：2017,3005
31,紅蓮祭：2018,3006
32,紅蓮祭：2019,3007
33,紅蓮祭：2020,3008
34,紅蓮祭：2022,3009
35,紅蓮祭：2023,3010
36,守護天節：遺產,4001
37,守護天節：2014,4002
38,守護天節：2015,4003
39,守護天節：2016,4004
40,守護天節：2017,4005
41,守護天節：2021,4006
42,守護天節：2022,4007
43,守護天節：2024,4008
44,降神祭：遺產,5101
45,降神祭：2014,5102
46,降神祭：2015,5103
47,降神祭：2016,5104
48,降神祭：2017,5105
49,降神祭：2018,5106
50,降神祭：2019,5107
51,降神祭：2020,5108
52,降神祭：2021,5109
53,降神祭：2022,5110
54,降神祭：2023,5111
55,戀人節：遺產,5201
56,戀人節：2014,5202
57,戀人節：2016,5203
58,戀人節：2019,5204
59,戀人節：2020,5205
60,戀人節：2021,5206
61,戀人節：2023,5207
62,星芒祭：遺產,5001
63,星芒祭：2014,5002
64,星芒祭：2015,5003
65,星芒祭：2016,5004
66,星芒祭：2018,5005
67,星芒祭：2025,5006
68,FINAL FANTASY XI：星歌異聞,6001
69,FINAL FANTASY XIII：雷光降世,6002
70,FINAL FANTASY XV：獻給英雄的夜曲,6003
71,FINAL FANTASY XVI：焰影燼途,6004
72,DRAGON QUEST X,6005
73,妖怪手錶,6006
74,糖豆人,6007
75,成就紀念：遺產,7001
76,成就：戰鬥,7002
77,成就：PvP,7003
78,成就：角色,7004
79,成就：道具,7005
80,成就：製作&採集,7006
81,成就：任務,7007
82,成就：大國防聯軍,7008
83,紀念特典：遺產,8001
84,紀念特典：新生艾奧傑亞,8002
85,紀念特典：蒼天伊修加爾德,8003
86,紀念特典：紅蓮解放者,8004
87,紀念特典：漆黑反叛者,8005
88,紀念特典：曉月之終途,8006
89,紀念特典：黃金遺產,8007
90,紀念特典：其他,8008
91,禮物特典,8009
92,禮物特典2,8010
93,歡慶特典,8011
94,其他特典,8012
95,阿爾菲諾&阿莉塞,9007
96,敏菲利亞,9001
97,桑克瑞德,9002
98,雅·修朵拉,9003
99,尤里安傑,9004
100,帕帕力莫,9005
101,伊達&莉瑟,9006
102,可露兒,9008
103,希爾迪布蘭德,9103
104,艾妲,9104
105,加隆德煉鐵廠,9102
106,希德,9101
107,蒼天騎士團,9106
108,艾默里克,9105
109,伊塞勒,9107
110,飛燕,9108
111,豪雪,9109
112,阿魯瑪,9110
113,琳,9112
114,蓋亞,9113
115,歐米茄,9111
116,遺產複製品,10001
117,公主節：2025,2008
118,運動休閒,10115
119,皮背帶,10116
120,,0
121,古·拉哈·提亞,9009
122,零,9114
123,FFBE幻影戰爭,10301
124,,0
125,阿澤瑪,9115
126,,0
127,,0
128,,0
129,,0
130,,0
131,,0
132,,0
133,,0
134,,0
135,,0
136,,0
137,,0
138,,0
139,,0
140,,0
141,,0
142,莫古利,11001
143,卡邦庫爾,11002
144,貓小胖,11003
145,風雅,10101
146,天使&惡魔,10102
147,上仙,10103
148,哪咤赤蓮&白蓮,10104
149,管家&女僕,10105
150,王公貴族,10106
151,門客&辨天,10107
152,孔雀,10108
153,傳說故事,10109
154,世界各地,10110
155,就學,10111
156,烈士,10112
157,街頭,10113
158,魔導,10114
159,東方公子&秀女,10201
160,東方貴人,10202
161,東方警衛&女官,10203
162,東方雅人&麗人,10204
163,東方武人&佳人,10205
164,東方武官&美姬,10206
165,東方書生&女生,10207
166,東方雅士&美玉,10208
167,東方旅行藝人,10209
168,,0
