#,Unknown0,Unknown1,Unknown5,Unknown2,Unknown3,Unknown4
0,0,0,0,0,0,False
1,0,0,0,0,0,False
2,0,0,0,0,0,False
3,0,0,0,0,0,False
4,0,0,0,0,0,False
5,0,0,0,0,0,False
6,0,0,0,0,0,False
7,0,0,0,0,0,False
8,0,0,0,0,0,False
9,0,0,0,0,0,False
10,0,0,0,0,0,False
11,0,0,0,0,0,False
12,0,0,0,0,0,False
13,0,0,0,0,0,False
14,0,0,0,0,0,False
15,0,0,0,0,0,False
16,0,0,0,0,0,False
17,0,0,0,0,0,False
18,0,0,0,0,0,False
19,0,0,0,0,0,False
20,0,0,0,0,0,False
21,0,0,0,0,0,False
22,0,0,0,0,0,False
23,0,0,0,0,0,False
24,0,0,0,0,0,False
25,0,0,0,0,0,False
26,0,0,0,0,0,False
27,0,0,0,0,0,False
28,0,0,0,0,0,False
29,0,0,0,0,0,False
30,0,0,0,0,0,False
31,0,0,0,0,0,False
32,0,0,0,0,0,False
33,0,0,0,0,0,False
34,0,0,0,0,0,False
35,0,0,0,0,0,False
36,0,0,0,0,0,False
37,0,0,0,0,0,False
38,0,0,0,0,0,False
39,0,0,0,0,0,False
40,0,0,0,0,0,False
41,0,0,0,0,0,False
42,0,0,0,0,0,False
43,0,0,0,0,0,False
44,0,0,0,0,0,False
45,0,0,0,0,0,False
46,0,0,0,0,0,False
47,0,0,0,0,0,False
48,0,0,0,0,0,False
49,0,0,0,0,0,False
50,0,0,0,0,0,False
51,0,0,0,0,0,False
52,0,0,0,0,0,False
53,0,0,0,0,0,False
54,0,0,0,0,0,False
55,0,0,0,0,0,False
56,0,0,0,0,0,False
57,0,0,0,0,0,False
58,0,0,0,0,0,False
59,0,0,0,0,0,False
60,0,0,1000,0,255,False
61,11654880,39426,1000,1,255,False
62,11654880,39526,1000,1,255,False
63,11654880,39527,1000,1,255,False
64,11654880,39528,1000,1,255,False
65,11654880,39529,1000,1,255,False
66,11654880,39530,1000,1,255,False
67,11654881,39427,1000,1,255,False
68,11654881,39531,1000,1,255,False
69,11654881,39532,1000,1,255,False
70,11654881,39533,1000,1,255,False
71,11654881,39534,1000,1,255,False
72,11654882,39428,1000,1,255,False
73,11654882,39535,1000,1,255,False
74,11654882,39536,1000,1,255,False
75,11654882,39537,1000,1,255,False
76,11654883,39429,1000,1,255,False
77,11654883,39538,1000,1,255,False
78,11654883,39539,1000,1,255,False
79,11654884,39430,1000,1,255,False
80,11654884,39540,1000,1,255,False
81,11654885,39431,1000,1,255,False
82,11654885,39541,1000,1,255,False
83,11654886,39432,1000,1,255,False
84,11654886,39542,1000,1,255,False
85,11654912,39443,1000,1,255,False
86,11654912,39585,1000,1,255,False
87,11654912,39586,1000,1,255,False
88,11654912,39587,1000,1,255,False
89,11654912,39588,1000,1,0,False
90,11654913,39444,1000,1,0,False
91,11654913,39589,1000,1,0,False
92,11654913,39590,1000,1,0,False
93,11654913,39591,1000,1,0,False
94,11654913,39592,1000,1,0,False
95,11654852,39343,1000,1,255,False
96,11654852,39543,1000,1,255,False
97,11654852,39581,1000,1,255,False
98,11654853,39348,1000,1,255,False
99,11654853,39544,1000,1,255,False
100,11654854,39349,1000,1,255,False
