#,Unknown0
0,
1,到達未知的海域，正在朝著“”航行中。
2,初次到達“”，即將開始探索。
3,到達“”，即將開始探索。
4,海流安定……UNKNOWN的“”滿足出發探索的要求。
5,發生了暴風雨……“”雖然滿足探索的要求，但會受到一定的影響。
6,海底火山活動頻繁……“”雖然滿足探索的要求，但當前狀況進行探索十分困難。
7,海流安定……“”沒有任何問題。
8,發生了暴風雨……“”雖然滿足探索的要求，但當前狀況進行探索十分困難。
9,“”處於不安定的狀態，不過仍然可以強行探索。
10,發現了包含優質成分的“”，即將開始挑選回收物件。
11,發現了包含優質成分的“”，即將開始進行回收。
12,檢測到“”，即將開始進行回收。
13,檢測到“”，即將開始進行回收。
14,充分利用了“”，回收量令人非常滿意！
15,考慮到“”，回收量已經算還可以了。
16,以當前“”回收量基本沒有多少指望……
17,**獲得了UNKNOWN個“”！**
18,有一些額外的發現，探索繼續進行。
19,有一些額外的發現，不過還是先返航了。
20,有一些額外的發現……不過又不見了。
21,“”探索完成！　發揮出了UNKNOWN的最大性能，取得了十分喜人的成果！
22,“”探索完成！　發揮出了UNKNOWN的性能，取得了不錯的成果！
23,“”探索完成！　雖然成果還不錯，但下次還要再繼續提高！
24,“”探索完成！　成果還算過得去，或許有必要考慮一下調整潛水艇的配件了。
25,“”探索完成！　結果十分不理想……
26,**UNKNOWN獲得了UNKNOWN點經驗值！**
27,即將轉向下一個目的地“”。
28,所有目的地都探索完成！　即將返航！［探索完成］
29,**在航行中發現了“”！**
30,**探索的成果得到了認可，可以登記新的潛水艇了！**
31,**在航行中發現了“”的航海圖！**
