#,Unknown0
0,
1,"確定要撤除嗎？
撤除該物品會**導致物品損壞無法回收**。"
2,"確定要解僱嗎？
**解僱後，已設定的外貌資訊將清除，契約會重新回收至背包中。**"
3,"確定要讓僱員離開嗎？
**僱員離開後，已設定的外貌資訊將清除，營業證書會重新回收至背包中。**"
4,"還能夠品嚐UNKNOWN次。
確定要將道具撤走嗎？**一旦撤走便會直接廢棄，無法回收。**"
5,"確定要撤除嗎？
**※插在裡面的道具將會撤除且無法回收。**"
6,"確定要撤除嗎？
水族箱內的道具也會一併撤除且無法回收。"
7,"確定要撤除嗎？
**※畫框中的作品將會撤除且無法回收。**"
8,"確定要撤除嗎？
**※壁紙將會撤除且無法回收。**"
9,"確定要回收為契約，並從倉庫中轉移至背包中嗎？
**轉移後，已設定的外貌資訊將清除。**"
10,"確定要將僱員UNKNOWN回收為營業證書，並從倉庫中轉移至背包中嗎？
**轉移後，已設定的外貌資訊將清除。**"
11,"還能夠品嚐UNKNOWN次。
確定要將道具從倉庫中取出嗎？**一旦取出便會直接廢棄，無法回收。**"
12,"確定要從倉庫中轉移至背包中嗎？
**※插在裡面的道具將會撤除且無法回收。**"
13,"確定要將水族箱從倉庫中取出嗎？
水族箱內的道具將會撤除且無法回收。"
14,"確定要從倉庫中轉移至背包中嗎？
**※畫框中的作品將會撤除且無法回收。**"
15,"確定要從倉庫中轉移至背包中嗎？
**※壁紙將會撤除且無法回收。**"
16,"確定要解僱嗎？
**解僱後，已設定的外貌資訊將清除，契約會重新回收至背包中。**"
17,"確定要撤除嗎？
**※撤除後當前裝飾的魚拓會消失。**"
18,"確定要從倉庫中轉移至背包中嗎？
**※轉移後裡面的魚拓會消失。**"
