#,EmergencyInfoTeleportText1,EmergencyInfoTeleportText2,EventLayout,RequiredProgress,Unknown2
0,0,0,0,0,0
1,0,0,11800808,94500,1
2,0,0,11805165,94500,2
3,0,0,11805166,94500,1
4,0,0,11805167,94500,2
5,0,0,11805169,94500,1
6,0,0,11805168,94500,2
7,0,0,11805170,94500,1
8,0,0,11805171,94500,2
9,0,0,11805173,94500,1
10,0,0,11805172,94500,2
11,0,0,11805175,94500,1
12,0,0,11805174,94500,2
13,0,0,0,0,0
14,0,0,0,0,0
15,0,0,0,0,0
16,0,0,0,0,0
17,0,0,0,0,0
18,0,0,0,0,0
19,0,0,0,0,0
20,0,0,0,0,0
21,0,0,0,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
