#,Name,MenuOrder
0,,0
1,骑士装备,1001
2,武僧装备,1003
3,战士装备,1002
4,龙骑士装备,1004
5,吟游诗人装备,1006
6,忍者装备,1005
7,白魔法师装备,1009
8,黑魔法师装备,1007
9,召唤师装备,1008
10,学者装备,1010
11,能工巧匠&大地使者工具,1101
12,女儿节：遗产,2001
13,女儿节：2016,2002
14,女儿节：2017,2003
15,女儿节：2018,2004
16,女儿节：2020,2005
17,女儿节：2021,2006
18,女儿节：2023,2007
19,彩蛋狩猎：遗产,2101
20,彩蛋狩猎：2016,2102
21,彩蛋狩猎：2020,2103
22,彩蛋狩猎：2021,2104
23,彩蛋狩猎：2022,2105
24,彩蛋狩猎：2024,2106
25,金碟嘉年华：2025,2201
26,红莲节：遗产,3001
27,红莲节：2015,3002
28,红莲节：2016,3003
29,红莲节：2017,3004
30,红莲节：2018,3005
31,红莲节：2019,3006
32,红莲节：2020,3007
33,红莲节：2021,3008
34,红莲节：2023,3009
35,红莲节：2024,3010
36,守护天节：遗产,4001
37,守护天节：2015,4002
38,守护天节：2016,4003
39,守护天节：2017,4004
40,守护天节：2018,4005
41,守护天节：2022,4006
42,守护天节：2023,4007
43,守护天节：2025,4008
44,降神节：遗产,5101
45,降神节：2014,5102
46,降神节：2015,5103
47,降神节：2016,5104
48,降神节：2017,5105
49,降神节：2018,5106
50,降神节：2019,5107
51,降神节：2020,5108
52,降神节：2021,5109
53,降神节：2022,5110
54,降神节：2023,5111
55,恋人节：遗产,5201
56,恋人节：2015,5202
57,恋人节：2017,5203
58,恋人节：2020,5204
59,恋人节：2021,5205
60,恋人节：2022,5206
61,恋人节：2024,5207
62,星芒节：遗产,5001
63,星芒节：2015,5002
64,星芒节：2016,5003
65,星芒节：2017,5004
66,星芒节：2019,5005
67,星芒节：2024,5006
68,最终幻想XI：星歌异闻,6001
69,最终幻想XIII：雷光降世,6002
70,最终幻想XV：献给英雄的夜曲,6003
71,最终幻想XVI：纵使前路狱火焰毒,6004
72,勇者斗恶龙X,6005
73,妖怪手表,6006
74,糖豆人,6007
75,成就纪念：遗产,7001
76,成就：战斗,7002
77,成就：玩家对战,7003
78,成就：角色,7004
79,成就：道具,7005
80,成就：制作&采集,7006
81,成就：任务,7007
82,成就：大国防联军,7008
83,纪念特典：遗产,8001
84,纪念特典：重生之境,8002
85,纪念特典：苍穹之禁城,8003
86,纪念特典：红莲之狂潮,8004
87,纪念特典：暗影之逆焰,8005
88,纪念特典：晓月之终途,8006
89,纪念特典：金曦之遗辉,8007
90,纪念特典：其他,8008
91,礼物特典,8009
92,礼物特典2,8010
93,欢庆特典,8011
94,其他特典,8012
95,阿尔菲诺&阿莉塞,9007
96,敏菲利亚,9001
97,桑克瑞德,9002
98,雅·修特拉,9003
99,于里昂热,9004
100,帕帕力莫,9005
101,伊达&莉瑟,9006
102,可露儿,9008
103,希尔迪布兰德,9103
104,艾达,9104
105,加隆德炼铁厂,9102
106,西德,9101
107,苍穹骑士团,9106
108,艾默里克,9105
109,伊塞勒,9107
110,飞燕,9108
111,豪雪,9109
112,阿鲁玛,9110
113,琳,9112
114,盖娅,9113
115,欧米茄,9111
116,遗产复制品,10001
117,女儿节：2025,2008
118,运动休闲,10115
119,皮带,10116
120,另类,10117
121,古·拉哈·提亚,9009
122,零,9114
123,FFBE幻影战争,10301
124,红莲节：2025,3011
125,阿泽玛,9115
126,大型伽拉忒亚人偶,9116
127,黄道勇士传奇,10302
128,新维度的幻想,10304
129,东方特征,10118
130,最终幻想IX,10303
131,,0
132,,0
133,,0
134,,0
135,,0
136,,0
137,,0
138,,0
139,,0
140,,0
141,,0
142,莫古力,11001
143,宝石兽,11002
144,猫小胖,11003
145,风雅,10101
146,天使&恶魔,10102
147,上仙,10103
148,哪吒赤莲&白莲,10104
149,管家&女仆,10105
150,王公贵族,10106
151,门客&辨天,10107
152,孔雀,10108
153,传说故事,10109
154,世界各地,10110
155,就学,10111
156,志士,10112
157,街头,10113
158,魔导,10114
159,东方公子&秀女,10201
160,东方贵人,10202
161,东方警卫&女官,10203
162,东方雅人&丽人,10204
163,东方武人&佳人,10205
164,东方武官&美姬,10206
165,东方书生&女生,10207
166,东方雅士&美玉,10208
167,东方旅行艺人,10209
168,恋人节：2026,5208
169,彩蛋狩猎：2026,2107
170,女儿节：2026,2009
171,文化衫,10119
