#,Unknown0
0,
1,到达未知的海域，正在朝着“”航行中。
2,初次到达“”，即将开始探索。
3,到达“”，即将开始探索。
4,海流安定……UNKNOWN的“”满足出发探索的要求。
5,发生了暴风雨……“”虽然满足探索的要求，但会受到一定的影响。
6,海底火山活动频繁……“”虽然满足探索的要求，但当前状况进行探索十分困难。
7,海流安定……“”没有任何问题。
8,发生了暴风雨……“”虽然满足探索的要求，但当前状况进行探索十分困难。
9,“”处于不安定的状态，不过仍然可以强行探索。
10,发现了包含优质成分的“”，即将开始挑选回收对象。
11,发现了包含优质成分的“”，即将开始进行回收。
12,检测到“”，即将开始进行回收。
13,检测到“”，即将开始进行回收。
14,充分利用了“”，回收量令人非常满意！
15,考虑到“”，回收量已经算还可以了。
16,以当前“”回收量基本没有多少指望……
17,**获得了UNKNOWN个“”！**
18,有一些额外的发现，探索继续进行。
19,有一些额外的发现，不过还是先返航了。
20,有一些额外的发现……不过又不见了。
21,“”探索完成！　发挥出了UNKNOWN的最大性能，取得了十分喜人的成果！
22,“”探索完成！　发挥出了UNKNOWN的性能，取得了不错的成果！
23,“”探索完成！　虽然成果还不错，但下次还要再继续提高！
24,“”探索完成！　成果还算过得去，或许有必要考虑一下调整潜水艇的配件了。
25,“”探索完成！　结果十分不理想……
26,**UNKNOWN获得了UNKNOWN点经验值！**
27,即将转向下一个目的地“”。
28,所有目的地都探索完成！　即将返航！［探索完成］
29,**在航行中发现了“”！**
30,**探索的成果得到了认可，可以登记新的潜水艇了！**
31,**在航行中发现了“”的航海图！**
