#,Text
0,
1,"确定要进行布置吗？
布置之后会变成旧品，无法再到市场上出售。

**另外，根据房屋、家具的种类，
在下列情况下，可能会丧失对其的权利。
·被其他玩家撤除
·从部队除名或退出部队
·解除房屋共享
·土地被回收**"
2,"确定要进行布置吗？
该物品一经布置便无法再次回收。

**另外，根据房屋、家具的种类，
在下列情况下，可能会丧失对其的权利。
·被其他玩家撤除
·从部队除名或退出部队
·解除房屋共享
·土地被回收**"
3,"确定要进行布置吗？
该物品无法在市场上出售或交易。

**另外，根据房屋、家具的种类，
在下列情况下，可能会丧失对其的权利。
·被其他玩家撤除
·从部队除名或退出部队
·解除房屋共享
·土地被回收**

※此为收费道具，在布置时请留意以上几点。"
4,"确定要进行布置吗？
该物品一经布置便无法再次回收。
**另外，根据房屋的种类，
在下列情况下，可能会丧失对其的权利。
·被其他玩家撤除
·从部队除名或退出部队
·解除房屋共享**"
5,"确定要进行布置吗？
该物品无法在市场上出售或交易。

**另外，根据房屋、家具的种类，
在下列情况下，可能会丧失对其的权利。
·被其他玩家撤除
·从部队除名或退出部队
·解除房屋共享
·土地被回收**"
6,"确定要进行布置吗？
该物品无法在市场上出售。
**另外，根据房屋、家具的种类，
在下列情况下，可能会丧失对其的权利。
·被其他玩家撤除
·从部队除名或退出部队
·解除房屋共享
·土地被回收**"
7,"确定要进行布置吗？
该物品无法在市场上出售或交易，且一经使用便无法再次回收。

**另外，根据房屋、家具的种类，
在下列情况下，可能会丧失对其的权利。
·被其他玩家撤除
·从部队除名或退出部队
·解除房屋共享
·土地被回收**

※此为收费道具，在布置时请留意以上几点。"
8,"确定要进行布置吗？
该物品无法在市场上出售或交易，且一经使用便无法再次回收。

**另外，根据房屋、家具的种类，
在下列情况下，可能会丧失对其的权利。
·被其他玩家撤除
·从部队除名或退出部队
·解除房屋共享
·土地被回收**"
9,"确定要进行布置吗？
该物品一旦经过设置，便无法在市场上出售，且一经使用便无法再次回收。

**另外，根据房屋、家具的种类，
在下列情况下，可能会丧失对其的权利。
·被其他玩家撤除
·从部队除名或退出部队
·解除房屋共享
·土地被回收**"
