#,Name,Item
0,,0
1,木工秘籍第一卷,7778
2,锻冶秘籍第一卷,7779
3,甲胄秘籍第一卷,7780
4,雕金秘籍第一卷,7781
5,皮革秘籍第一卷,7782
6,裁缝秘籍第一卷,7783
7,炼金秘籍第一卷,7784
8,烹调秘籍第一卷,7785
9,木工秘籍幻象之卷,7786
10,锻冶秘籍幻象之卷,7787
11,甲胄秘籍幻象之卷,7788
12,雕金秘籍幻象之卷,7789
13,皮革秘籍幻象之卷,7790
14,裁缝秘籍幻象之卷,7791
15,炼金秘籍幻象之卷,7792
16,烹调秘籍幻象之卷,7793
17,木工秘籍半魔之卷,8135
18,锻冶秘籍半魔之卷,8136
19,甲胄秘籍半魔之卷,8137
20,雕金秘籍半魔之卷,8138
21,皮革秘籍半魔之卷,8139
22,裁缝秘籍半魔之卷,8140
23,炼金秘籍半魔之卷,8141
24,木工秘籍第二卷,9336
25,锻冶秘籍第二卷,9337
26,甲胄秘籍第二卷,9338
27,雕金秘籍第二卷,9339
28,皮革秘籍第二卷,9340
29,裁缝秘籍第二卷,9341
30,炼金秘籍第二卷,9342
31,烹调秘籍第二卷,9343
32,木工秘籍第三卷,12244
33,锻冶秘籍第三卷,12245
34,甲胄秘籍第三卷,12246
35,雕金秘籍第三卷,12247
36,皮革秘籍第三卷,12248
37,裁缝秘籍第三卷,12249
38,炼金秘籍第三卷,12250
39,烹调秘籍第三卷,12251
40,木工秘籍第四卷,14126
41,锻冶秘籍第四卷,14127
42,甲胄秘籍第四卷,14128
43,雕金秘籍第四卷,14129
44,皮革秘籍第四卷,14130
45,裁缝秘籍第四卷,14131
46,炼金秘籍第四卷,14132
47,烹调秘籍第四卷,14133
48,木工秘籍第五卷,17869
49,锻冶秘籍第五卷,17870
50,甲胄秘籍第五卷,17871
51,雕金秘籍第五卷,17872
52,皮革秘籍第五卷,17873
53,裁缝秘籍第五卷,17874
54,炼金秘籍第五卷,17875
55,烹调秘籍第五卷,17876
56,木工秘籍第六卷,22309
57,锻冶秘籍第六卷,22310
58,甲胄秘籍第六卷,22311
59,雕金秘籍第六卷,22312
60,皮革秘籍第六卷,22313
61,裁缝秘籍第六卷,22314
62,炼金秘籍第六卷,22315
63,烹调秘籍第六卷,22316
64,木工秘籍第七卷,24266
65,锻冶秘籍第七卷,24267
66,甲胄秘籍第七卷,24268
67,雕金秘籍第七卷,24269
68,皮革秘籍第七卷,24270
69,裁缝秘籍第七卷,24271
70,炼金秘籍第七卷,24272
71,烹调秘籍第七卷,24273
72,木工秘籍第八卷,29484
73,锻冶秘籍第八卷,29485
74,甲胄秘籍第八卷,29486
75,雕金秘籍第八卷,29487
76,皮革秘籍第八卷,29488
77,裁缝秘籍第八卷,29489
78,炼金秘籍第八卷,29490
79,烹调秘籍第八卷,29491
80,木工秘籍第九卷,35618
81,锻冶秘籍第九卷,35619
82,甲胄秘籍第九卷,35620
83,雕金秘籍第九卷,35621
84,皮革秘籍第九卷,35622
85,裁缝秘籍第九卷,35623
86,炼金秘籍第九卷,35624
87,烹调秘籍第九卷,35625
88,木工秘籍第十卷,37734
89,锻冶秘籍第十卷,37735
90,甲胄秘籍第十卷,37736
91,雕金秘籍第十卷,37737
92,皮革秘籍第十卷,37738
93,裁缝秘籍第十卷,37739
94,炼金秘籍第十卷,37740
95,烹调秘籍第十卷,37741
96,木工秘籍第十一卷,44123
97,锻冶秘籍第十一卷,44124
98,甲胄秘籍第十一卷,44125
99,雕金秘籍第十一卷,44126
100,皮革秘籍第十一卷,44127
101,裁缝秘籍第十一卷,44128
102,炼金秘籍第十一卷,44129
103,烹调秘籍第十一卷,44130
104,木工秘籍第十二卷,46314
105,锻冶秘籍第十二卷,46315
106,甲胄秘籍第十二卷,46316
107,雕金秘籍第十二卷,46317
108,皮革秘籍第十二卷,46318
109,裁缝秘籍第十二卷,46319
110,炼金秘籍第十二卷,46320
111,烹调秘籍第十二卷,46321
