#,Name,Unknown1
0,,0
1,推荐商品,0
51,特典时装,0
52,NPC时装,0
101,最终幻想XIII联动,0
102,降神节,0
103,恋人节,0
104,女儿节,0
105,彩蛋狩猎,0
106,红莲节,0
107,新生庆典,0
108,狩猎之月,0
109,守护天节,0
110,星芒节,0
111,金碟嘉年华,0
151,其他联动,0
201,粉丝节,0
202,最终幻想X联动,0
203,最终幻想IX联动,0
1000,,0
1001,推荐商品,0
1051,特典时装,0
1101,生活50级时装,0
1102,生活60级时装,0
1103,生活70级时装,0
1104,生活80级时装,0
1105,生活90级时装,0
1106,,0
1151,非玩家角色时装,0
1201,新生庆典,0
1202,星芒节,0
1203,恋人节,0
1204,女儿节,0
1205,守护天节,0
1206,降神节,0
1207,红莲节,0
1208,彩蛋狩猎,0
1209,最终幻想XIII联动,0
1210,金碟嘉年华,0
2000,,0
2001,,0
2051,,0
2052,,0
2101,,0
2102,,0
2103,,0
2104,,0
2105,,0
2106,,0
2107,,0
2108,,0
2109,,0
2110,,0
2111,,0
2151,,0
2201,,0
2202,,0
2251,,0
3000,,0
3001,,0
3051,,0
3052,,0
3101,,0
3102,,0
3103,,0
3104,,0
3105,,0
3106,,0
3107,,0
3108,,0
3109,,0
3110,,0
