#,Name,Image,UnlockCondition,Unknown_70_1,Unknown_70_2,Unknown4,SortKey,FontColor,Unknown3,Category,Unknown1,Unknown2
0,无,0,0,0,0,0,0,0,0,0,True,True
1,,0,0,0,0,0,0,0,0,0,False,False
2,黑色,193002,1,0,0,0,1,1,0,1,True,True
3,白色,193003,1,0,0,0,2,2,0,1,True,True
4,紫色,193004,1,0,0,0,5,1,0,1,True,True
5,渐变色：防护职业,193005,1,0,0,0,6,1,0,1,True,True
6,渐变色：进攻职业,193006,1,0,0,0,8,1,0,1,True,True
7,渐变色：治疗职业,193007,1,0,0,0,7,1,0,1,True,True
8,乳白色,193008,1,0,0,0,4,2,0,1,True,True
9,半透明,193009,1,0,0,0,10,1,0,1,True,True
10,米黄色,193010,1,0,0,0,3,2,0,1,True,True
11,渐变色：粉色,193011,1,0,0,0,9,2,0,1,True,True
12,,0,0,0,0,0,0,0,0,0,False,False
13,,0,0,0,0,0,0,0,0,0,False,False
14,,0,0,0,0,0,0,0,0,0,False,False
15,,0,0,0,0,0,0,0,0,0,False,False
16,,0,0,0,0,0,0,0,0,0,False,False
17,,0,0,0,0,0,0,0,0,0,False,False
18,,0,0,0,0,0,0,0,0,0,False,False
19,,0,0,0,0,0,0,0,0,0,False,False
20,,0,0,0,0,0,0,0,0,0,False,False
21,,0,0,0,0,0,0,0,0,0,False,False
22,,0,0,0,0,0,0,0,0,0,False,False
23,,0,0,0,0,0,0,0,0,0,False,False
24,,0,0,0,0,0,0,0,0,0,False,False
25,,0,0,0,0,0,0,0,0,0,False,False
26,,0,0,0,0,0,0,0,0,0,False,False
27,,0,0,0,0,0,0,0,0,0,False,False
28,,0,0,0,0,0,0,0,0,0,False,False
29,,0,0,0,0,0,0,0,0,0,False,False
30,,0,0,0,0,0,0,0,0,0,False,False
31,,0,0,0,0,0,0,0,0,0,False,False
32,,0,0,0,0,0,0,0,0,0,False,False
33,,0,0,0,0,0,0,0,0,0,False,False
34,,0,0,0,0,0,0,0,0,0,False,False
35,,0,0,0,0,0,0,0,0,0,False,False
36,,0,0,0,0,0,0,0,0,0,False,False
37,,0,0,0,0,0,0,0,0,0,False,False
38,,0,0,0,0,0,0,0,0,0,False,False
39,,0,0,0,0,0,0,0,0,0,False,False
40,,0,0,0,0,0,0,0,0,0,False,False
41,,0,0,0,0,0,0,0,0,0,False,False
42,,0,0,0,0,0,0,0,0,0,False,False
43,,0,0,0,0,0,0,0,0,0,False,False
44,,0,0,0,0,0,0,0,0,0,False,False
45,,0,0,0,0,0,0,0,0,0,False,False
46,,0,0,0,0,0,0,0,0,0,False,False
47,,0,0,0,0,0,0,0,0,0,False,False
48,,0,0,0,0,0,0,0,0,0,False,False
49,,0,0,0,0,0,0,0,0,0,False,False
50,,0,0,0,0,0,0,0,0,0,False,False
51,,0,0,0,0,0,0,0,0,0,False,False
52,随身神典石1,193901,154,1032,1034,1036,4000,1,0,7,True,True
53,随身神典石2,193902,155,1033,1035,1037,4001,1,0,7,True,True
54,巴哈姆特绝境战,193701,319,0,0,0,2500,1,0,4,True,True
55,究极神兵绝境战,193702,320,0,0,0,2501,1,0,4,True,True
56,亚历山大绝境战,193703,321,0,0,0,2502,2,0,4,True,True
57,幻想龙诗绝境战,193704,322,0,0,0,2503,1,0,4,True,True
58,友好部族任务：奥密克戎族,193966,344,0,0,0,2315,1,0,3,True,True
59,咖啡时间,193012,1,0,0,0,11,1,0,1,True,True
60,几何图形：圆形,193013,1,0,0,0,12,1,0,1,True,True
61,音乐,193014,347,0,0,0,13,1,0,7,True,True
62,东方样式,193015,1,0,0,0,14,1,0,1,True,True
63,友好部族任务：仙子族,193962,429,0,0,0,2311,1,0,3,True,True
64,友好部族任务：奇塔利族,193963,430,0,0,0,2312,1,0,3,True,True
65,友好部族任务：矮人族,193964,431,0,0,0,2313,1,0,3,True,True
66,友好部族任务：悌阳象族,193965,432,0,0,0,2314,1,0,3,True,True
67,友好部族任务：兔兔族,193967,433,0,0,0,2316,1,0,3,True,True
68,欧米茄绝境验证战,193705,434,0,0,0,2504,1,0,4,True,True
69,深层迷宫：正统优雷卡1,193710,465,0,0,0,2358,1,0,4,True,True
70,深层迷宫：正统优雷卡2,193711,466,0,0,0,2359,1,0,4,True,True
71,第七星历编年史：四圣兽奇谭,193712,467,0,0,0,2251,2,0,3,True,True
72,开拓无人岛1,193713,468,0,0,0,2340,2,0,8,True,True
73,开拓无人岛2,193714,469,0,0,0,2341,1,0,8,True,True
74,友好部族任务：甲人族,193960,524,0,0,0,2308,1,0,3,True,True
75,友好部族任务：阿难陀族,193959,525,0,0,0,2309,1,0,3,True,True
76,友好部族任务：鲶鱼精族,193961,526,0,0,0,2310,1,0,3,True,True
77,时代的终结,193715,527,0,0,0,2250,1,0,3,True,True
78,10周年纪念,193716,523,0,0,0,3950,1,0,7,True,True
79,海钓爱好者,193717,529,0,0,0,2346,1,0,8,True,True
80,愿者上钩,193718,530,0,0,0,2347,1,0,8,True,True
81,运筹帷幄,193719,531,0,0,0,2350,1,0,8,True,True
82,友好部族任务：瓦努族,193956,567,0,0,0,2305,1,0,3,True,True
83,友好部族任务：骨颌族,193957,568,0,0,0,2306,1,0,3,True,True
84,友好部族任务：莫古力族,193958,569,0,0,0,2307,1,0,3,True,True
85,艾欧泽亚神话：哈罗妮,193723,572,0,0,0,2252,2,0,3,True,True
86,艾欧泽亚神话：梅茵菲娜,193724,572,0,0,0,2253,2,0,3,True,True
87,艾欧泽亚神话：沙利亚克,193725,572,0,0,0,2254,2,0,3,True,True
88,艾欧泽亚神话：妮美雅,193726,572,0,0,0,2255,2,0,3,True,True
89,艾欧泽亚神话：利姆莱茵,193727,572,0,0,0,2256,2,0,3,True,True
90,艾欧泽亚神话：奥修昂,193728,572,0,0,0,2257,2,0,3,True,True
91,艾欧泽亚神话：比尔格,193729,572,0,0,0,2258,2,0,3,True,True
92,艾欧泽亚神话：拉尔戈,193730,572,0,0,0,2259,2,0,3,True,True
93,艾欧泽亚神话：阿泽玛,193731,572,0,0,0,2260,2,0,3,True,True
94,艾欧泽亚神话：纳尔札尔,193732,572,0,0,0,2261,2,0,3,True,True
95,艾欧泽亚神话：诺菲卡,193733,572,0,0,0,2262,2,0,3,True,True
96,艾欧泽亚神话：阿尔基克,193734,572,0,0,0,2263,2,0,3,True,True
97,塔塔露的大繁荣商店,193722,573,0,0,0,2242,1,0,3,True,True
98,天书奇谈,193720,570,0,0,0,2351,2,0,8,True,True
99,幻巧拼图,193721,571,0,0,0,2352,1,0,8,True,True
100,金碟巨豆中心1,193735,575,0,0,0,3951,1,0,7,True,True
101,金碟巨豆中心2,193736,576,0,0,0,3952,1,0,7,True,True
102,金碟巨豆中心3,193737,577,0,0,0,3953,1,0,7,True,True
103,妖怪手表,193738,607,0,0,0,3954,1,0,7,True,True
104,友好部族任务：地灵族,193954,694,0,0,0,2302,1,0,3,True,True
105,友好部族任务：妖精族,193952,695,0,0,0,2301,1,0,3,True,True
106,友好部族任务：蜥蜴人族,193951,696,0,0,0,2300,1,0,3,True,True
107,友好部族任务：鱼人族,193955,697,0,0,0,2303,1,0,3,True,True
108,友好部族任务：鸟人族,193953,698,0,0,0,2304,1,0,3,True,True
109,图莱尤拉1,193662,701,0,0,0,1036,1,0,9,True,True
110,图莱尤拉2,193663,702,0,0,0,1037,1,0,9,True,True
111,九号解决方案1,193664,699,0,0,0,1038,1,0,9,True,True
112,九号解决方案2,193665,700,0,0,0,1039,2,0,9,True,True
113,友好部族任务：佩鲁佩鲁族,193968,767,0,0,0,2317,1,0,3,True,True
114,伊修加德1,193654,768,0,0,0,1020,2,0,9,True,True
115,伊修加德2,193672,769,0,0,0,1021,1,0,9,True,True
116,田园郡1,193655,770,0,0,0,1022,2,0,9,True,True
117,田园郡2,193673,771,0,0,0,1023,1,0,9,True,True
118,黄金港1,193656,772,0,0,0,1024,1,0,9,True,True
119,黄金港2,193668,773,0,0,0,1025,2,0,9,True,True
120,神拳痕1,193657,774,0,0,0,1026,1,0,9,True,True
121,神拳痕2,193669,775,0,0,0,1027,2,0,9,True,True
122,水晶都1,193658,776,0,0,0,1028,2,0,9,True,True
123,水晶都2,193670,777,0,0,0,1029,1,0,9,True,True
124,游末邦1,193659,778,0,0,0,1030,1,0,9,True,True
125,游末邦2,193671,779,0,0,0,1031,1,0,9,True,True
126,旧萨雷安1,193660,780,0,0,0,1032,1,0,9,True,True
127,旧萨雷安2,193666,781,0,0,0,1033,2,0,9,True,True
128,拉札罕1,193661,782,0,0,0,1034,1,0,9,True,True
129,拉札罕2,193667,783,0,0,0,1035,1,0,9,True,True
130,光暗未来绝境战,193739,872,0,0,0,2505,2,0,4,True,True
131,友好部族任务：辉鳞族,193969,873,0,0,0,2318,1,0,3,True,True
132,深层迷宫：死者宫殿1,193706,874,0,0,0,2354,1,0,4,True,True
133,深层迷宫：死者宫殿2,193707,875,0,0,0,2355,2,0,4,True,True
134,深层迷宫：天之御柱1,193708,876,0,0,0,2356,1,0,4,True,True
135,深层迷宫：天之御柱2,193709,877,0,0,0,2357,1,0,4,True,True
136,蜃景幻界新月岛,193740,879,0,0,0,2403,1,0,4,True,True
137,宇宙探索1,193741,878,0,0,0,2343,1,0,8,True,True
138,怪物猎人：荒野1,193742,943,0,0,0,3955,1,0,7,True,True
139,怪物猎人：荒野2,193743,944,0,0,0,3956,2,0,7,True,True
140,友好部族任务：尤卡巨人族,193970,938,0,0,0,2319,1,0,3,True,True
141,深层迷宫：朝圣交错路1,193744,941,0,0,0,2401,1,0,4,True,True
142,深层迷宫：朝圣交错路2,193745,942,0,0,0,2402,1,0,4,True,True
143,宇宙探索2,193746,940,0,0,0,2344,1,0,8,True,True
144,开拓无人岛3,193747,939,0,0,0,2342,2,0,8,True,True
145,宇宙探索3,193748,1020,0,0,0,2345,2,0,8,True,True
146,简约风格1,193016,1044,0,0,0,15,2,0,7,True,True
147,简约风格2,193017,1045,0,0,0,16,2,0,7,True,True
148,简约风格3,193018,1046,0,0,0,17,2,0,7,True,True
149,简约风格4,193019,1047,0,0,0,18,2,0,7,True,True
150,简约风格5,193020,1048,0,0,0,19,2,0,7,True,True
151,简约风格6,193021,1049,0,0,0,20,2,0,7,True,True
152,简约风格7,193022,1050,0,0,0,21,2,0,7,True,True
153,简约风格8,193023,1051,0,0,0,22,2,0,7,True,True
154,,0,0,0,0,0,0,0,0,0,False,False
155,,0,0,0,0,0,0,0,0,0,False,False
156,,0,0,0,0,0,0,0,0,0,False,False
157,,0,0,0,0,0,0,0,0,0,False,False
158,,0,0,0,0,0,0,0,0,0,False,False
159,,0,0,0,0,0,0,0,0,0,False,False
160,,0,0,0,0,0,0,0,0,0,False,False
161,,0,0,0,0,0,0,0,0,0,False,False
162,,0,0,0,0,0,0,0,0,0,False,False
163,,0,0,0,0,0,0,0,0,0,False,False
164,,0,0,0,0,0,0,0,0,0,False,False
165,,0,0,0,0,0,0,0,0,0,False,False
166,,0,0,0,0,0,0,0,0,0,False,False
167,,0,0,0,0,0,0,0,0,0,False,False
168,,0,0,0,0,0,0,0,0,0,False,False
169,,0,0,0,0,0,0,0,0,0,False,False
170,,0,0,0,0,0,0,0,0,0,False,False
